Time Found	Reward	Height	Difficulty	Block Hash	Effort	Status
18.07.2021, 1:14:26	8.9909	121508	3276484	28675d9804f378d14d9ca14fa51ba40062c63650873530b6bb35e3c0383ab755	11%	
18.07.2021, 1:12:52	8.9910	121506	3522641	c58c369067a1f0b9096979b6bea89cbc89b4a01a998a1cfccb799c11a4555776	68%	
18.07.2021, 1:01:12	8.9909	121503	3408623	5794a2d15820b3f2b6fdc673c92eead6fb0804942cd1584083ea90dc6597f051	11%	
18.07.2021, 0:58:47	8.9931	121501	3457581	13d8b8349129d1c5a8a130601a5d4087478fa3e97caa77fcef02b6cff6888e5e	5%	
18.07.2021, 0:57:22	9.0019	121500	3431518	30f178d8b0075fea6915dddf2a1024d8de8b60bb888bd58e86bc320336e1a5e8	33%	
18.07.2021, 0:43:32	9.0049	121494	3498752	07e1c8f04fd4b2c8715f32bb17b99b888373109cf65a1158fac779f9c4847929	290%	
18.07.2021, 0:09:36	8.9910	121479	3430779	4912be2971402b9a3c2aa9d76c8ba2f1f94c4a4861d5a006318dfd58979e8464	10%	
18.07.2021, 0:08:09	8.9910	121476	3353776	12e8af488b12b2712bd2e597e8cfe1b46866df900af8305e6b34a9ec014e679f	204%	
17.07.2021, 23:29:55	8.9911	121465	4069092	029f2e740ae920c2ed4cdc0d5b5e53e8139c62dbdee2c31cf202f274ea541d1d	127%	
17.07.2021, 23:05:25	8.9911	121457	4221006	1e32da6eee18ad8cd76207db0890bdc875050288b47f813e4d8363a90a963ae8	105%	
17.07.2021, 22:41:06	8.9912	121443	4212797	6d0f06b12a42e0c7bf980b6659dfc8420f431c44414e177fd67dd2f12f80c303	156%	
17.07.2021, 22:10:17	8.9913	121420	3828053	39f5d63eceafe632dda939936ec328b4d8b021da5b6bdc502cdffc1b5818ef07	80%	
17.07.2021, 21:59:12	8.9978	121417	3864699	91fee2860102abc57d083ab41544f67795f8af37846c0ccc79b2b7ba79cd6edc	125%	
17.07.2021, 21:39:34	8.9913	121412	4201273	17c623d1ff6a8753b54931467608165c0044b1174b5178391fe531ec6d54f0d6	93%	
17.07.2021, 21:24:41	8.9913	121408	4894387	4fe036806fbdee8cbeba2126fbf4933bebaa4ee785e82e8f5e79650816b5f4c2	90%	
17.07.2021, 21:01:16	9.0020	121405	4951879	06799df648cfc6063cd543438140feac2e1d120458008e2f6d713ed8a8c94835	329%	
17.07.2021, 19:40:17	8.9914	121380	6036495	38fdad15d0b03019336899d1f976d0684c8b83db5efa74f7047830ad8356c0dd	46%	
17.07.2021, 19:33:47	9.0075	121376	6753222	f8c8c938a42fc394211d15c050b5b6aabae6f852b80fd94f73b6c16370a6efda	41%	
17.07.2021, 19:12:07	8.9915	121373	7288959	511d98c3ca4e7845d4e9f355ef46f38f7ce63d307bece50c7eda7d53c5bb88d5	60%	
17.07.2021, 18:56:44	9.0400	121364	8033270	6c1cfe5849a219c92ccdb6db1b5f3879f79032cc1eff759011c475e11624b19d	15%	
17.07.2021, 18:50:40	8.9915	121363	7923916	97ec2b2640185b890c440af9c64ea71f7f7b38359fc1cff9c3b07bada74339bd	29%	
17.07.2021, 18:28:05	8.9915	121358	7755430	9a5f3bd1b8f324c70a8c17f2268d705407a2062cbdf316fa402f62d4209d3337	207%	
17.07.2021, 16:58:02	9.0053	121312	7892141	89eb7a8f639df898302edf9d04831876045986fbf6aad13571ac936295d29b20	22%	
17.07.2021, 16:32:17	8.9991	121297	7321891	902f180293bfcf4a99f781a096649ac17d65b8e8d4cd5c759eacaa48ff360238	63%	
17.07.2021, 15:55:54	9.0124	121283	8331505	5aca38b902da2a194ce97cba5743b818127ec8b5051cd0e8766cbeb5f1041801	277%	
17.07.2021, 13:52:48	8.9921	121219	7714757	a39517df61ad1ae58db5c0f0899e1c780dd061f5f9817dac0a40ed427972258f	103%	
17.07.2021, 13:11:57	9.0013	121198	7671410	7b7c5f78722c4374a7c6278e2622322a17e9a555f04dc1ac30b08c013234ee2c	22%	
17.07.2021, 13:00:31	8.9923	121192	7200128	87369aac5b7be622619de04fb99c6e4a920307a2d81b72087d26247c1638dc50	61%	
17.07.2021, 12:34:24	8.9923	121177	7030959	8e7706b7d718c85be5931b9f67648de5f73a5657e3cfac050b3f071c933bd02a	43%	
17.07.2021, 12:22:10	9.0088	121169	6666125	52d05699d6d37f49d26924699cd3d491c829857351ff22942da157f4b538a376	192%	
17.07.2021, 11:39:32	8.9924	121146	6467059	95509e8171b8a007c2a4037c0337e8741b166e4b39bdc16dbffe57bd27b0cddf	74%	
17.07.2021, 10:59:32	8.9925	121130	7299454	4f1733f20c9411767d3b436d592309a81ca387138a546b8d4881f5e8e754ed60	107%	
17.07.2021, 10:25:54	8.9926	121114	7323023	1651db4a96fcd1068db581f3c955d935fb0c0afac6457cf4208d60242de6485e	48%	
17.07.2021, 10:14:25	8.9926	121108	7144655	121510bb204b9dba92f3d30241da327750db5878f22cbf4b05e2a4a8d02360f3	26%	
17.07.2021, 9:58:49	9.0052	121098	7722020	8ccc1978b2cf8ea6fc290f955ee8809fd40ca70391bb5c17a9257310d3fa258f	12%	
17.07.2021, 9:57:01	8.9993	121097	7928753	c5579619359fef90268963c2061e16584ecfc3f6ae7cc926566a68ce6631512b	36%	
17.07.2021, 9:35:32	8.9927	121093	7842285	2aaedfa259ed5871fef8a32bd026fcf566a2ddecdc6db03b147060a43670f860	109%	
17.07.2021, 8:32:38	8.9928	121054	6462584	3902e0b3720302f33d7761878df45d620324ab48be1d01e6c8645261265fd35b	50%	
17.07.2021, 8:25:44	8.9929	121050	6611347	2380c75b3fcc30d602b2df8311c233a37f7da4b26e845032607e38de1ef08e58	186%	
17.07.2021, 7:23:48	8.9930	121023	7884183	cebd86203652257b08822ceba9f03ac74e4fc3db1d6eddc701a7591ca7b27fe0	28%	
17.07.2021, 7:19:56	8.9930	121019	6516425	76de4de840ac013127185b10722a6dfc81a1794b9e29132041aaa98b9caa9291	285%	
17.07.2021, 5:46:56	8.9932	120974	6827558	f226dad9c956d0ce4fd3d989990de44168a6fb79e420bf8cfdb1ed86e8ed6b5e	57%	
17.07.2021, 5:30:57	8.9932	120961	6251380	6a545341dc6fc428154fb827871fadd880663c02977d7d319ff297d2e919ec86	62%	
17.07.2021, 5:16:12	8.9933	120952	6014280	fed6c37ef8ffd634e944a95855e6b99f69ea5750e25f18f986937bb41515b3f3	299%	
17.07.2021, 3:34:25	8.9934	120919	8736525	1229c0abd0ddf21b0d9044b1fcf8141ad09160565e3e8f6d26a186c8dc5faecc	81%	
17.07.2021, 3:00:45	9.0008	120903	7710550	f4dfd028b685d59f30cfa0c7f79c1a8511c0ff85001bc296715418364a6181f5	7%	
17.07.2021, 2:59:07	8.9935	120902	7876551	9bc8d4671f0b180e1834174d341fb4ed17f79ef1ea2d510715176df60475a196	61%	
17.07.2021, 2:42:36	8.9935	120892	7321676	db798cf9b3b4e7ceef44b79c1fbb1d9095b73d90544e6c94fd164fb5061362f7	365%	
17.07.2021, 0:33:34	8.9939	120818	5548741	a4655bcf7c885769a1fc4bbed42bf49fc212ad947f6c320b41fab4bd564ee833	121%	
16.07.2021, 23:59:39	9.0008	120800	5656454	09ea475e5969f82b7c1a357515ea54f23e26dd49cd8fe5c1032d5815edbb0803	81%	
16.07.2021, 23:27:09	8.9940	120783	5172616	9b3b88531f1582c12b02c2f541093aaada5980488d35a5513b65c663639acf3e	231%	
16.07.2021, 22:06:20	8.9942	120746	5482906	68e5190591429fd099a7a0054422a7e24cd0a62a14a07c7bfb91d1ba88960bb8	93%	
16.07.2021, 21:34:04	8.9943	120722	4631595	f03d918cc7bc8ab297b7fe8826c74159d3fd8f939dcba5fdeda6e643e78d6338	108%	
16.07.2021, 21:08:58	9.0167	120700	3979862	07db7d6c8c624f641e021fa4a9e40472674389b876fc8b6a9c1c97245cb21bed	66%	
16.07.2021, 20:51:37	8.9944	120693	4133632	c147c204d3d96117f499a2d5c3afedf79a100017d7604f647a3dbc577e992252	213%	
16.07.2021, 19:53:45	9.0304	120672	5035431	8377be2a13dad9b1a43e87346deed19e645e74c6e5dafbc18f1e786074217fde	211%	
16.07.2021, 18:56:20	9.0290	120647	6861926	f2f24b63d09f795b286da5675789b9235f59607d0ba29cb495c7f370cecc23ea	225%	
16.07.2021, 17:49:44	9.0206	120620	4716593	47404631d7d69cdb37880df1dab566d3527afa43f24ced9163093db4125f7236	21%	
16.07.2021, 17:45:24	8.9947	120615	5061874	0cda9a6de7e90264635182a4036310e8df2a715514632ab653e5d8cdf8c9ffe8	141%	
16.07.2021, 17:18:08	9.0060	120601	4187335	86793ddf36ce96b8ebff7f6ecd295e2f16a822581ae3390391748ff277f6c6dc	59%	
16.07.2021, 17:08:18	9.0080	120591	3638696	1b4208d7719fd2207b886774ef616cd92297321bf8bdce5c75413a6d262c09a7	15%	
16.07.2021, 17:05:26	9.0052	120588	3492049	3c7a19becc9156b2fdbf5f58f5ece159cf23b31a4ca00ef3ad756f994f423fa3	129%	
16.07.2021, 16:36:23	8.9949	120563	3479360	bcc8f4d41765ac4717e83bf6ba07bac4efeb21b70f402706591aaf89467007e9	55%	
16.07.2021, 16:23:59	8.9950	120552	2176834	82a2c811fa68be72a60f724b9fc08b8724c4dbc81b5e5c4c501cf71720d18866	186%	
16.07.2021, 16:04:54	8.9951	120539	2075554	093b5f79572e0f0d6d2ba030ce385debde4e45851065689daa32fbd73e7f5b49	188%	
16.07.2021, 15:36:07	8.9951	120522	1989826	9c17f7f350e0d0edab42a74e3cb898d1ed22fdda6465e7d5fe398a899a053b3e	197%	
16.07.2021, 15:06:39	9.0043	120512	2151432	ec8a3127431731018daabda6b18a1e315d816212caa8223cbe8077a2d5c30344	124%	
16.07.2021, 14:49:16	8.9983	120504	2234533	b9183b4446e66ded2867b34484076bdb47ef71eaf7db97f13ee55d4f0fba7504	29%	
16.07.2021, 14:45:19	8.9952	120503	2207674	aa7c333589380d231841a62d2b9f05124bee5a2859b449db9c1bab233057e98a	15%	
16.07.2021, 14:42:16	8.9952	120502	2241933	03ab905653bdac6d0f3739de66d7a49de3e28d688daf1841dd390b4fe8581a04	93%	
16.07.2021, 10:34:26	8.9956	120404	3574329	2d91a4a8dd369d3a5798bc26809ac342edbf16ac91085ccfaad801e631a480f5	101%	
15.07.2021, 20:20:42	8.9974	119984	3787833	c9b5e78c417d8ff8ddcce269a083300fca76d7ade0e2ca7e9b254e686b0e02d7	17%	
15.07.2021, 17:44:04	8.9978	119902	3475383	cfc09ce18f914385319f59c267eddbdc26038b590f7e0de0c10f2839a692b523	113%	
15.07.2021, 1:47:48	8.9998	119434	3117207	7f08ad7e1bb997583e4570e930d2ef130d2915e79c0d97f35fd0a69033641048	48%	
14.07.2021, 19:23:15	9.0006	119241	2670946	e3639531ae5f11fef8e80048a8c09d4e16109219007f2a43b1d76c7bf4a99b29	98%	
14.07.2021, 8:08:52	9.0018	118955	4445184	fc3ffb3278f86b91e21959ab2d17f6dc72c3fba3a7acf5eb4e043f3f93071a94	98%	
14.07.2021, 3:55:34	9.0215	118829	4315676	7d97c08e34ba31df7b79b1e3e09662824db5957d6d65455a96588012504e0727	44%	
13.07.2021, 20:15:56	9.0034	118602	3775800	0427795baa0d9193c879db934f037cc43e7f92867dc81315c9c4d29a1c558c7b	33%	
13.07.2021, 14:57:58	9.0040	118442	3204960	80975c8375aaf280500eb7bdbb70380a339ab01e6442445cf9b0603bd6b1f95d	12%	
13.07.2021, 13:23:01	9.0163	118412	4124250	8ec72e40dcf01bfe4ffa26c7076be0aa4d9214d5ee41b7ec9d89eb138509cb96	12%	
13.07.2021, 11:26:07	9.0044	118363	4631406	91adc799ebb5bb115fea2a0047d67173c89bcf400f38d8f3ae8af2d5a8d43534	175%	
13.07.2021, 9:28:41	9.0046	118305	4215706	b4acb6eeecfd7f3f1e9f9627796597a244ed40b42ae2a154dfc356ea1e9a92aa	107%	
13.07.2021, 9:21:11	9.0134	118301	4240798	7c60d8ac6d87d3dc9c184e8cd9a6fe8feacbe10eac2619e3a550b723eabceece	340%	
13.07.2021, 6:52:28	9.0050	118225	3902840	6d4c3bbe8c8dca4726a06c14815d537def3a58b5d6bb51b4e41f3277543a2a99	26%	
13.07.2021, 6:42:50	9.0050	118221	4224527	0b853dc240144dd0bc6697245011265b8c24d7f33222017d3cc817cf9ee6b4f2	88%	
13.07.2021, 5:59:28	9.0253	118199	3956604	a4fe349c3eeee90b89b3604b1cdceadf3ec7d846c82006c8d87f34379319e4f0	80%	
12.07.2021, 23:08:37	9.0212	117995	3491276	5938a8fec1cf6cd149a85a4fbb0e8be3a087e1d28484e74d1eb3a6f92adf36e8	3%	
12.07.2021, 22:39:29	9.0060	117978	4215954	7d63f192b13f32007cf82390ce4ec20f5ba9ca5a7e9bd87cef5ccf641ece51df	69%	
12.07.2021, 11:56:13	9.0074	117670	3786872	862d9c492a5b8a9146e431e5c2e1028dba4a69833de078ce9ffddb6dde23a6b7	41%	
12.07.2021, 11:14:35	9.0074	117651	4059928	93ba8d9556b3ec0519850e2a96b450709fd3f19a41bb1c3440d1d2a6d2a98693	136%	
12.07.2021, 10:32:27	9.0075	117630	3999555	6f51085093299b04df7fca2cc2473013b0f06b9ea613e012d1cf38dfaabc4b15	127%	
12.07.2021, 9:54:34	9.0077	117603	3467434	46fc21c4648d41fe89231f3f9ae0f9a74b413473cdae2b6e3bda2639ef83ab29	54%	
12.07.2021, 9:40:00	9.0077	117597	3624658	6e18130de2bb4c8ae00ade190a8773df7c066313ccd62a12291e37ed726c39b5	214%	
12.07.2021, 8:39:45	9.0078	117575	4103541	cfab8cdd1cb06a58ed6ec8c569bf68e0bc8c7b780f49d42580889c7ff9650c40	71%	
12.07.2021, 8:15:34	9.0105	117558	3920634	6e282c169562086678ac8a4761f0f8878cc47d5cbc6f02ea91fc98cf6f9a09e6	248%	
12.07.2021, 7:03:55	9.0080	117518	3369206	e42d49b52119ad903d0b4000d788c3020c4b6f13e434281a85f0851d6505c414	63%	
12.07.2021, 6:48:52	9.0081	117509	3359390	6d15577607c308fccdbb01d329af130bcec3dfc9572e4a82fab9b6224ee8ccd9	15%	
12.07.2021, 6:45:15	9.0081	117507	3539299	36fb34a1221403e138d66fcac34e2848d5999714a32ff74f6a4aff68c059e15c	176%	
12.07.2021, 5:57:42	9.0402	117493	4659430	6a252be0c10133f01529e8f135f57b2bb735e46d275af58c09febadf3e195c28	21%	
12.07.2021, 5:49:50	9.0081	117492	4714928	483954afa44385dc4289f009fab0c25d4ac9ab11f81f4dee038d70db6c99ee87	31%	
12.07.2021, 5:39:14	9.0081	117490	4570456	42fa4012a4387a333d253ab2aa5e1b122ec7ab116972f86f136e62dcbb7e00b9	24%	
12.07.2021, 5:30:23	9.0082	117478	3833559	a3b427f0f039de5d12ce40b62b1c5bec63109de768b9532badd0a426d78c04d3	345%	
12.07.2021, 3:47:28	9.0084	117427	3885373	1b11e08b6ca2ec05060fbe65a4e0b22a6daf45aef68bd9252de701bb8421b824	68%	
12.07.2021, 3:25:50	9.0085	117416	4103049	6d5945171b7023d5af798a98bd37950318ce8752202ee96894e0c3e17b48da11	21%	
12.07.2021, 3:19:20	9.0102	117415	4089636	b6f9622f6963cee566b61cef16975a62983ad18b8e0e39d508d3e235adcc9770	78%	
12.07.2021, 2:52:47	9.0269	117398	3820731	674f5abd54aba7fa2a90dff623c89a64a19110d7d523fdbaa97701cdb71319d3	6%	
12.07.2021, 2:51:10	9.0189	117397	3973116	959a9d132cf86ed2f5d0a48a23a512719094fdab68cd2f92b4d64048228e19de	6%	
12.07.2021, 2:48:50	9.0125	117396	3955697	a39ad26fd28a8a720c32a46c5c10141824f7ab07e77b698197f5f4ef30b69421	192%	
12.07.2021, 1:50:26	9.0285	117378	4985591	4076ae36b88533b439ae400fb6c2ec18044e06f8fab80e271358d71a59a1097f	17%	
12.07.2021, 1:43:42	9.0209	117375	4747688	91f0253d15c053671de7f19e1eab980bbf6babf53ec97103133d64d4e8dc1b05	130%	
12.07.2021, 0:56:04	9.0131	117344	4010616	561a631c64f02f1715646fba92ff7a670f1be2faf2e623fc7649b563d2663c56	261%	
11.07.2021, 23:32:22	9.0202	117308	4903101	1aa7f7a4613f8d9af2e3ab720d63dcff66a406c920a33e3f4bb013fc97df0903	56%	
11.07.2021, 23:11:52	9.0142	117299	4571570	bb0bc2889db855bdc7b34a4048612894f9074aa1ffb8cd3f62ed9a30ed02ee18	41%	
11.07.2021, 22:57:52	9.0090	117289	4375997	8d2b7e06b0343ad25c81ee58b52c74dd6fb410485976a7f21a40e769b544cc62	27%	
11.07.2021, 22:48:39	9.0090	117286	4445707	33dce7dcdce69691edfdc880ec158cf617b0ad3d5858e2a7a8ec35d5bcee483f	10%	
11.07.2021, 22:45:29	9.0221	117284	4439009	c916c6cf1f3a673f2617be077d96ac893daf9d8284c4aed217e300f3876a75c2	43%	
11.07.2021, 22:31:08	9.0091	117277	4506143	e9dfcc42165cb1db06282db5995f3f38ebcb0ac5d950a4b5c22533e7009c2d00	33%	
11.07.2021, 22:19:51	9.0091	117267	4572712	eca973527fabc02a89be976eeceeaac08816e98fa4b2c3317ab2f1a9388694f0	41%	
11.07.2021, 22:05:21	9.0091	117265	5093790	83660fc6e4df0cfba28e0de88c58750eea5309e2e494f7a088c81c39b7fca8cc	36%	
11.07.2021, 21:51:56	9.0291	117264	5177173	f5ab306a8cb3f09b14190f8841975dfd563d5497787b2eba47d11618753a3774	24%	
11.07.2021, 21:42:23	9.0091	117257	4779693	0f3e50520cb5827503f6464bbcb89952d5419b564f4b5d14c0227c9c71da489b	133%	
11.07.2021, 20:55:58	9.0093	117229	4339698	d260c16d76c27189dcf339d959f39f5000824a29ff0386988858db06405e6b90	46%	
11.07.2021, 20:39:38	9.0093	117216	4038135	751bdebf3985e45bd1fc1c7497efa9f911f6df1abc467868c63061c24a854c3a	110%	
11.07.2021, 20:04:28	9.0164	117205	4612140	331c94705e39db976a2dfaba877f4b73ecfb166f94532424559c92a55779b4f5	94%	
11.07.2021, 19:34:10	9.0243	117191	5117624	e48db7870f82a59befb24646da4cf27cd3cdd67e4d6cfe3d71b41e21967361a9	63%	
11.07.2021, 19:09:17	9.0130	117175	4765325	c30a7de00cc9ccd52dc4c851a3cb412e8b6cd07750eaa9b1e7bd26293c2ce94e	139%	
11.07.2021, 18:15:04	9.0096	117158	5092142	b22d0ab746fc1dcc1d453af5cdba3a266c6854c0a8859603a6ec7d411cb30a7b	93%	
11.07.2021, 14:29:54	9.0101	117036	3726706	dfae63aef4ecca39bb88702d23152ee0032cae000bf65da3ad52bec872284860	382%	
11.07.2021, 8:02:51	9.0108	116871	4177759	62de10a321be80fe0b457c9e222e55ca1d5e1f8a1b1c8322fd6da5365ff64681	389%	
11.07.2021, 2:29:43	9.0114	116726	5548533	a4bb35950e0faf5f9386a38050dd04e44995761ec3cfb9018e5a88bec9f28511	39%	
11.07.2021, 1:44:47	9.0116	116690	3909399	783edb5fbd52fc5663b6c3162915f570e999a1ab85c2d79ad8385c904edb7696	85%	
11.07.2021, 0:34:45	9.0117	116668	4897429	a64e1b57594c7fc466cbf90da00297fff8aaf36ae2f5d252ea3f0a6d850a45f6	132%	
10.07.2021, 22:22:59	9.0120	116598	4202461	9a0642b4bb48ef5282a4dba89d1b7ce7c1450345111b3587bb1120bddd6db44d	83%	
10.07.2021, 21:08:22	9.0121	116562	4007157	f8b171ebede5514c3a99a61a24c37a0cd230f0496ff72ce21370e7334863897b	197%	
10.07.2021, 10:35:35	9.0135	116252	3697231	0f5d54ef929a5b458da2e9d7bbf0a0114edc43c78a235ed7a49a67959d2dd37b	4%	
10.07.2021, 10:26:51	9.0165	116250	3628164	6fb4810e4405b17bc5194314867cec7b47b781dc92da1cf79a728a271dd9fb34	99%	
10.07.2021, 9:03:48	9.0275	116212	4168289	ba41a7f8815407f1eae18e156beb51355021801b5a3190d8e9880fa10edb5d19	28%	
10.07.2021, 8:36:46	9.0137	116201	4087854	5f94a54fbfe56f9bcea242aa1f6087d642dc15dedf7a91a3f80c21b03fb476db	187%	
10.07.2021, 5:45:21	9.0140	116125	5071728	5f741ee666daa404d4b28cacc79d106986701c67cfe4a97ca57b63db415d715a	46%	
10.07.2021, 4:54:05	9.0141	116091	4278432	904783c969fa6cf726679ea3f41f17a16ba1ddda1441f33a0718d73a87d3c925	20%	
10.07.2021, 4:33:51	9.0142	116082	4719570	1b56ef387a18a00232e112ba0decf1ffc5cd127d956a9d384b6df6ff13c1e10f	148%	
10.07.2021, 2:00:12	9.0145	116012	5376972	53e4eda63f536af6fc95fadf093ea3892fa96553745d0f1e51b2523bae0a0705	179%	
09.07.2021, 22:24:19	9.0150	115902	5053710	200d36f0db1df154760ace0db0ce4b48cb3ca4c1254a069a7d1bc65e70d7ad1d	21%	
09.07.2021, 22:02:01	9.0185	115890	5221517	f2d9d0fcbfb840d4fe35443bc1a776a2a1e9c05257d64ca29c532d7a99c620c2	78%	
09.07.2021, 20:36:14	9.0248	115852	4315597	7fd0b6ca55a7a75fce9e4df9b5ee5c9bfd405b05022e0acfa893e00e76993ba2	71%	
09.07.2021, 15:05:35	9.0193	115695	3979571	2e21d32cd9d42f069ec3cd04ba5eee849b847bed4ce779beb4466dcc136a45f3	74%	
09.07.2021, 13:54:56	9.0318	115671	4877290	d02c37e354a02cc0ab0781ce0f7d3f9851ad154a9e9970b0fa72b52bf4d56960	61%	
09.07.2021, 12:48:15	9.0226	115660	6020586	f1b5e8292c8969212e073ffd552dc16673f91fa469e5b517037c1de98cb1d5b3	34%	
09.07.2021, 11:59:44	9.0228	115626	5118031	f8cd422b8382a151f1b9e754026ee18c1c22e7b73d5253b4da204b38684107cd	14%	
09.07.2021, 11:43:16	9.0162	115622	5716738	0bf5f128f381ab6e9d9c1bf273ab362e6ec585c43de9d66edbe4a41a60542279	19%	
09.07.2021, 11:18:37	9.0162	115617	6252270	b254106cfd43bbadb88dc4cd41d81c1afb94f5ef46b97cc7daaa361a59f8417e	78%	
09.07.2021, 9:27:19	9.0282	115564	5952950	e56e9acb888c74a7cfdc537fc869ede51d7cafdc3c7c526f13da9ee831d9982e	42%	
09.07.2021, 8:32:38	9.0493	115538	7285087	6a1ad59cb71c852b52f2ca3528859f2d3059525a5a44989333fe8c1c9cc31028	62%	
09.07.2021, 6:45:45	9.0167	115487	5124864	6d4890fcc2d4aaf5ea3ca4a789202fdaca54c32ebd051ee98c2875179ad96f5d	287%	
09.07.2021, 1:23:52	9.0275	115329	4706780	fbf6e3333c5dde866f073ab423cf70a4ca592d0a0220a777b74acef6f9a11473	154%	
08.07.2021, 22:38:58	9.0177	115265	6318313	ad55b5fc64343b6e52373ddbac0a40d566831fc192e327d52f4487fefef21a17	113%	
08.07.2021, 19:50:56	9.0207	115172	4868776	fea3f8c59edc0f02c4d6903ae42fdabb6c3c637fc6c7c990d7b050cb0f214489	53%	
08.07.2021, 14:02:01	9.0188	115000	4261600	c9efcfcfd8f63e27b4c9bffc2471f658f4e97e8b14b0b1a083baeece69f1d92f	61%	
08.07.2021, 13:00:34	9.0771	114985	7389938	914a57088a98e14eb36ba564c331f7884d74db4b398142d5418cb5bfab38e08e	40%	
08.07.2021, 11:57:57	9.0191	114944	4610804	8af539e231bf6e777c79fc0f89f70f555f6cb7ff779fbafbbcc5474717ffa77c	234%	
08.07.2021, 8:11:25	9.0195	114848	4903255	4d7e738c6da2960e1e97592d95240d695931da60980b119b0521e60cf91d1914	64%	
08.07.2021, 7:03:04	9.0235	114816	5014918	cbba73065bbf08ad7cf9240c68ef4a06cb22fe6517547a34385137afaad110ad	61%	
08.07.2021, 5:59:41	9.0197	114799	6552130	792b78065e238b545f026bca20cb1ae629c109b8d046736c6ff3be1f264b2256	33%	
08.07.2021, 5:13:39	9.0199	114761	4835784	62f4dab6a52fd02cf3e672fd9ff3570f5ba42559419d8cfd0ab293d9e46316e5	19%	
08.07.2021, 4:53:03	9.0323	114756	5168190	b5d59ae15c16ffe9c07bcd8de22c3589d842ac0d7d830610e7ac5fab11916cca	64%	
08.07.2021, 2:41:15	9.0254	114692	4237427	57a1d6da98ff0f3f0e318f7db1fd4db88985c5b79cdd74464be19e366e8a74ea	92%	
08.07.2021, 1:14:27	9.0203	114654	5102899	e00aa2bced2eebac54775d3667e101fc2eea0541c621e5502c087c2876010b1b	369%	
07.07.2021, 17:45:57	9.0243	114448	4292696	248d0119d6506dd9b064e5f1627b34fdc1e49cac9ce205ce7c0272f89619457c	2%	
07.07.2021, 17:44:48	9.0365	114447	4392806	f58e9186e070f9bf6174ef84c39484d1304e4e678b686235f222230724d08af3	29%	
07.07.2021, 17:20:11	9.0244	114440	5041451	6e3564651ff43d1f49bfc1ee33250033632e4afe441f021a47fde5c62c6151b1	18%	
07.07.2021, 16:59:15	9.0399	114435	5770934	78437baa37b398ba8da3f8aea500d9f2943f0d851108b3ad52cb9ff47720ea5d	7%	
07.07.2021, 16:50:34	9.0253	114434	6406256	314000ae56b360650d55b8096c50b984da28d3db193b772806ad188c791d1d62	42%	
07.07.2021, 15:52:56	9.0214	114407	6902444	ec81c9edfba9236f5838b84a731aafeb0442b93f586312c2f5b8fd77fc28b82c	107%	
07.07.2021, 13:08:17	9.0217	114340	7413292	27a40e5a5904542df2c3657642c8d858d206b50dd15f953727aa1a08537bbcb9	16%	
07.07.2021, 12:41:42	9.0391	114328	7597277	691342fef133240b33a18e70321e81855e8f7890ee1bf3287931eca8517c3337	73%	
07.07.2021, 10:38:09	9.0354	114258	6140859	3d90a84e3c64e3f78093a82f9308e61392e9224f93920037db5dfe8758814c77	46%	
07.07.2021, 9:35:18	9.0222	114229	6138310	740b4d5ed4044f6cda5277e1600ef04bf826a9992ca40a28c52efd7e9862099a	364%	
07.07.2021, 1:21:40	9.0285	113979	5745561	2658ae2019e4ea6426814599df0c39cb39363175b1ea70a3ae50ecb0dac49d8c	33%	
07.07.2021, 0:42:14	9.0392	113966	6333324	081ea42c3b2c4c1ab1a3be90d8626f17a5309cbb6bb486a83a02b28c98c16959	80%	
06.07.2021, 22:55:39	9.0270	113909	5792921	793e5478410a2f8f76a0f4972e56c597c6f9fd4806aff8149f9172e8a85ab0be	76%	
06.07.2021, 21:27:07	9.0237	113861	5293831	d5fd5f83b042ccadd539b09b7afcb8adc2737c82d8c62c831e2eb58d4316c14f	398%	
06.07.2021, 12:20:23	9.0428	113602	6682113	9f18a25c8ac88871bd7499a6375089aaf23d67ba3e1118599cd18b6d044da8c1	132%	
06.07.2021, 9:07:54	9.0288	113507	9324043	d512010ab853bd3fcde17c05c2c9deedafe291a761f27eb3c557b23fa9176e01	117%	
06.07.2021, 4:58:52	9.0341	113379	5332215	c8f65b5aa6ef6849d762c1189a36af7ff49fb4c6d6398119d6e2d015e11f8322	15%	
06.07.2021, 4:41:30	9.0259	113367	5392552	4fa9df85d0d74f13c06072a5e7eedc6d24e56d9554e34edd5c56db728603bce8	17%	
06.07.2021, 4:21:40	9.0548	113359	5239574	7b7a665eacb20bc792d3d4fb490719cc90675ac6858de3a6ce829dc5ef964934	103%	
06.07.2021, 2:26:58	9.0261	113318	7166569	489ce291580c5277811bc2889add48691da420faf9e2619f993e59d375dbbda4	55%	
06.07.2021, 1:00:28	9.0263	113267	6444517	bb90dedcdd5e5f7b7cbe7b4d902c9de014fef6237fcfba84dd97cc763ffa865e	46%	
06.07.2021, 0:00:50	9.0265	113230	5132880	bed819e8c0e30730eafda3534a98054d79e050d3c7a96931f28b232ac268a0b2	212%	
01.07.2021, 18:19:33	9.0577	110431	5214897	1e5ab37b4d53cba340a13d6fcb7fd9b77edd68a77a3e42f5ed7bcd1a871d04be	240%	
01.07.2021, 14:22:04	9.0439	110310	4730912	3b9d3c8de3e15c913163ef3b4fd8e65fea57d5fe2f31c4f8fc54641fab6d35a8	77%	
